Title,ingredients_list,category
Sarden kentang balado,"['bumbu halus :', 'secukupnya gula garam']",ikan
Tongkol Kecap Cabe Hijau,"['ikan tongkol goreng, suwir2/potong kecil2', ', yg suka pedes bs ditambah', 'secukupnya kecap manis', 'secukupnya gula, garam, merica', 'secukupnya air', 'minyak utk menumis']",ikan
Woku ikan tongkol,"[', dipotong-potong', ', dibuang tulangnya', ', diiris', ', diiris', ', dimemarkan, diiris halus', ', dipetiki', ', dipotong 1 cm', ', dipotong-potong', 'bumbu halus:', ', dibakar, dicincang', ', disangrai', '/2 sendok teh garam']",ikan
Sphagetti saos tuna pedas,"[',rajang halus', '/2 bawang bombai,iris dadu', '/2 bungkus saos tuna pedas', 'secukupnya keju', 'secukupnya saos sambal dan kecap']",ikan
Salmon saos tiram,"['/+ 2 ons ikan salmon iris tipis', '/2 sdt kaldu jamur', 'mentega untuk menumis']",ikan
Oseng Buncis & Wortel Kombinasi Pentol Tenggiri,"['secukupnya garam', 'secukupnya gula', 'secukupnya penyedap rasa', 'secukupnya kecap manis', 'buncis', 'wortel', 'pentol ikan tenggiri']",ikan
Ikan Nila Madu Saos Cabai Hijau,"['minyak goreng', '/2 siung bawang bombai', 'secukupnya cabai', 'madu', 'saos tiram', 'tepung maizena', 'garam']",ikan
Sup ikan nila kuah kuning,"['/2 kg ikan nila', 'bumbu halus', 'lengkuas,serai,daun salam', 'secukupnya garam,penyedap rasa,gula', 'minyak untuk menumis', 'tambahan']",ikan
Lele penyet (sambal bawang jeruk nipis),"['/2 kg lele ukuran besar', 'secukupnya irisan jeruk nipis', 'secukupnya garam dan penyedap rasa', 'secukupnya minyak goreng']",ikan
Nasi Kucing Bandeng,"['sambel bawang:', 'cabe rawit', 'bawang putih', 'garam']",ikan
Tongkol lombok ijo,"[', cuci bersih dan potong jadi 4 bagian', ', kupas dan geprek', 'secukupnya garam', 'secukupnya kaldu bubuk', 'secukupnya gula', 'secukupnya kecap manis', 'minyak untuk menumis']",ikan
"Gurame acar kuning,, nampol ey","[', bersihkan sisik, isi kepala dan isi perutnya', ', potong memanjang', ', potong memanjang', 'bumbu halus', 'selera kunyit', 'garam, penyedap dan gula', 'minyak goreng']",ikan
Dori oatmeal,"['/2 kaldu jamur', 'secukupnya oatmeal', 'garam dan merica']",ikan
Bandeng Presto Balur Telur,"['bahan bandeng presto:', ', /ekor dipotong jadi 2 atau3 bagian, bersihkan', ', geprek', '.5 sdm garam', ', bersihkan, geprek', ', bersihkan, geprek', 'bahan baluran telur:', 'minyak untuk menggoreng', 'secukupnya air']",ikan
Bola daging Salmon menu balita,"['secukupnya lada bubuk', 'sejumput garam']",ikan
Tuna saus tiram balita,"['/4 kg tuna potong dadu lalu goreng sampe agak kering', 'bahan bumbu', 'secukupnya bawang bombay dan bawang putih iris', 'secukup nya kecap manis', 'secukupnya margarin', 'secukupnya garam dan air']",ikan
Otak Otak Tengiri Bakar,"[', haluskan', '/2 sdt merica bubuk', ', iris halus', 'bumbu halus:', 'daun pisang untuk membungkus', 'bahan sambal kacang:', ', goreng dan haluskan', ', goreng utuh', '/2 sdt cuka/air jeruk nipis']",ikan
Acar kakap merah,"['/2 sdt kunyit halus', 'minyak goreng']",ikan
Ikan mas bumbu tauco,"['sesuai selera cabe rawit merah', 'garam', 'penyedap']",ikan
Pepes Ikan Patin,"['garam', 'penyedap masakan', 'bumbu halus:']",ikan
Bandeng Asem Pedas Seger Kuah Kuning nonMSG,"['seruas kunyit', 'seruas jahe', ',5 liter air']",ikan
Ikan Kembung Bumbu Woku,"['gula', 'garam', 'penyedap rasa']",ikan
Gurame sambel pete,"['/2 kg ikan gurame', 'bumbu halus :', 'garam,gula & penyedap rasa', 'sedikit air']",ikan
Tumis Tuna Cabai Merah,[],ikan
Pindang ikan patin,"['secukupnya bawang merah', 'secukupnya bawang putih', 'kemiri', 'jahe', 'garam', 'tomat', 'cabe', 'daun salam', 'bumbu masak', 'kunyit']",ikan
Gurame Sambal Matah,"['jeruk nipis', 'garam', 'minyak goreng', 'sambal matah:', ',iris halus', ', iris halus', ', iris halus', '/2 bh tomat, potong dadu', 'garam', 'merica', 'gula pasir', 'minyak goreng', '/2 sdt terasi']",ikan
Sambal balacan kembung pete limo,['sereh'],ikan
Gurame krispy,"['secukupnya tepung terigu', 'secukupnya tepung roti']",ikan
Bandeng kuah asam | Pedes,"[', iris', ', iris', ', iris tipis', ', ambil airnya', ', iris bagi 6', ', iris 3 cm', '/4 sdt kunyit bubuk', '-2 lembar daun jeruk', ', iris', 'secukupnya garam', 'secukupnya royco sapi', 'secukupnya air']",ikan
Ikan Kembung Sambal Ijo,"['/2 sdt ketumbar', 'sejempol lengkuas', 'secukupnya garam, gula']",ikan
Ikan jangki sambal matah,"['ikan jangki', 'minyak goreng', 'jeruk nipis', 'sesuai keperluan bawang merah /secukupnya/', 'sesuai keperluan cabai rawit merah, ijo / secukupnya/', 'sereh secukupnya sesuai keperluan', 'terasi', 'garam', 'jeruk limau ato daun jerukbjg blh']",ikan
Bawal Lempah Nanas,"['ikan bawal putih segar', 'ukuran satu kilo 4 ekor', 'bersihkan, lalu iris tipis bagian daging ikan seperti hendak digoreng. lumuri perasan jeruk lemon', ', potong dadu', 'bumbu halus:', 'cabe rawit merah bulat, sisihkan', 'biji cabe merah besar buang', 'asam jawa satu senti, ambil airnya', 'secukupnya minyak goreng']",ikan
Bawal goreng gurih,"['minyak goreng', 'secukupnya garam', 'secukupnya penyedap rasa']",ikan
Tongkol cuek pedas,"['/sesuai selera', 'bumbu halus']",ikan
Ikan Cue' Tongkol Kemangi,"['-5 ikat daun kemangi', 'bumbu halus :', 'sesuai selera cabe rawit merah', 'sesuai selera cabe merah', 'secukupnya lada', 'secukupnya garam dan gula', 'air']",ikan
Ikan Nila masak taucho,"['secukupnya daun bawang', 'secukupnya gula dan garam']",ikan
Tongkol suwir,"['/4 kg tongkol', '/2 sdt saori saos tiram', '/2 sdt royco', '/4 sdt vetsin', 'kecap bango', 'gula secukup nya', 'secukupnya air']",ikan
Cireng Tuna,"['/2 kaleng tuna', '/2 gelas air', 'bumbu halus:', 'secukupnya garam', 'minyak untuk menggoreng']",ikan
Tongkol Masak Sarden,"['/2 sdt gula', 'secukupnya garam', 'penyedap rasa']",ikan
Ikan sarden pedas manis,"['sarden', 'bawang putih', 'bawang merah', 'cabe rawit', 'cabe besar', 'garam', 'penyedap rasa', 'gula']",ikan
Balado terong tongkol,"['-potong sesuai selera', ', goreng belah jadi 2 buang duri tengahnya', ', boleh pakai cabe keriting', 'secukupnya garam', 'secukupnya gula pasir', 'penyedap rasa']",ikan
Kakap Fillet Teriyaki,"['daun bawang iris tipis', 'secukupnya garam, gula, minyak goreng', 'beberapa tetes minyak zaitun klo ada', 'jeruk nipis utk melumuri kakap biar gk amis, air perasannya']",ikan
Tongkol cakalang daun kemangi,"['ikan tongkol 2 ekor boleh skip', 'bumbu yang di haluskan=', 'cabe rawit merah boleh skip', 'secukupnya jahe', 'bumbu yang di iris tipis tipis=', 'daun jeruk', 'batang sereh', 'gula merah atau gula pasir', 'daun salam', 'lengkuas', 'garam', 'penyedap rasa', 'sedikit air', 'minyak goreng', 'daun kemangi']",ikan
Kembung suwir sambal korek,"['secukupnya garam', 'bahan sambel :', 'secukupnya garam dan gula']",ikan
Pecak Gurame,"[', saya 500 gram', ', sy pakai lemon', 'bumbu halus untuk ikan:', 'sejumput garam', 'bumbu pecak: tumbuk kasar', ', sy skip krn tidak punya', ', sy hanya 3', ', sy 1 buah cabe merah besar nanjung', 'bumbu pelengkap:', ', ambil putihnya lalu geprek', ', buang tulangnya', 'secukupnya gula, garam']",ikan
Sop tuna fillet,"['/4 tuna fillet', 'bumbu halus', 'secukupnya kaldu bubuk']",ikan
Tuna sandwich,"['/2 buah bawang bombay', 'daun selada / lettuce', 'tomat', 'secukupnya mayones', 'thousand island secukupnya', 'garam', 'blackpepper']",ikan
Tuna Crispy,"['minyak goreng', 'tepung terigu']",ikan
Pindang patin/sayur patin,['/2 sdt kunyit bubuk'],ikan
Ikan bandeng bumbu kuning pedas,"['bumbu halus :', 'secukupnya gula merah', 'secukupnya garam', 'bahan tambahan :', 'asam jawa']",ikan
Bandeng ungkep duri lunak Mama dafzein,"['daun salam 10 lemar', 'lengkuas 2 telunjuk di potong potong', 'daun pisang untuk alas']",ikan
Ikan bawal bumbu rujak,"['cabe merah', 'cahe hijau', 'cabe rawit merah', 'bawang merah', 'bawang putih', 'kunyit', 'miri', 'ketumbar', 'batang serai', 'laos', 'daun salam', 'garam', 'gula jawa', 'penyedap rasa', 'daun jeruk']",ikan
Ikan Bawal Siram Matah,"['secukupnya garam', 'daun jeruk', '/2 sdt terasi', 'secukupnya gula']",ikan
Pesmol Ikan Nila,"['secukupnya garam', 'bumbu halus:', 'bahan tambahan:', 'tomat iris2', 'timun potong korek api buang bijinya', 'wortel potong korek api', ', iris2', 'secukupnya gula merah', 'secukupnya gula pasir', 'secukupnya garam']",ikan
Pakasam samu ikan gabus dan pepuyu Mama dafzain,['/4 ikan gabus dan pepuyu cuci bersih potong sesuai selera'],ikan
Oseng iwak klotok,"['/4 kg iwak klotok', 'daun prei/daun bawang', 'blalo', 'secukupnya garam, gula']",ikan
Tongkol Pampis,"['segenggam daun kemangi', 'secukupnya garam, gula, kaldu jamur', '🌶bumbu halus :', 'seiris jahe']",ikan
Pepes Ikan Bandeng,"['. sedang', 'secukupnya daun pisang', 'tusuk gigi', 'bumbu halus :', '. besar', 'secukupnya gula', 'secukupnya garam']",ikan
Bandeng Asem Pedas,"['/2 kg bandeng segar', 'secukupnya garam', 'secukupnya penyedap', 'secukupnya gula', 'bumbu halus;']",ikan
Tuna pindang rajang,"['bumbu rajang :', 'sesuai selera cabe', 'secukupnya bawang merah', 'secukupnya bawang putih', 'secukupnya lengkuas', 'tambahan :', 'secukupnya sedikit timun potong memanjang', 'secukupnya kemangi, skip boleh']",ikan
Steak Ikan Tenggiri Saus Putih ala Resto😍,"['bahan saus putih :', '/2 buah bawang bombay cincang', 'bahan pelengkap :', 'french fries', 'sayuran wortel, jagung, buncis potong 2']",ikan
Ikan Bawal bumbu kecap,"['garam', 'penyedap', 'secukupnya jahe', 'secukupnya air', 'jeruk nipis / lemon / limo', 'minyak goreng']",ikan
Sop Kuah Kuning Patin Segar & Sehat,"['-6 potong ikan patin yg sudah dibersihkan', 'secukupnya air matang', 'haluskan:', 'secukupnya lada bubuk', ', potong dadu kecil', ', geprek', '-2 jeruk nipis/lemon', 'secukupnya garam']",ikan
Haruan Masak Habang,"['/ haruan, potong2', 'bumbu halus :', 'secukupnya garam, gula dan penyedap']",ikan
Gurame Sambel Bawang,"['/2 buah jeruk nipis', 'sejempol kunyit', 'secukupnya garam dan gula pasir', 'minyak goreng']",ikan
Sambal Goreng Patin,"['/2 ekor ikan patin, potong dadu, cuci', ', iris', ', iris', 'minyak goreng cukup banyak untuk menumis sambal', 'secukupnya gula garam', 'sambal:', '. sedang', '/4 sdt terasi', '/2 sdm gula', '/2 sdt garam']",ikan
Kotokan Ikan Tongkol,"['minyak goreng', 'secukupnya air', 'secukupnya garam', 'secukupnya gula', 'bumbu yang dihaluskan :', 'cabe rawit']",ikan
Pindang ikan mas asam pedas ala momy,['/2 sdm asam jawa'],ikan
Sambalado aceh ikan kembung,"['/2 kg ikan kembung', '/ belimbing sayur yg di keringkan', 'secukupnya minyak gereng sawit', 'secukupnya garam', '/4 sdt penyedap rasa']",ikan
Ikan Tongkol Bumbu Rujak,"[', potong 4', ', sebesar ibu jari', 'secukupnya gula jawa', ', ambil airnya', 'secukupnya minyak goreng', 'bumbu halus:']",ikan
Gurami Goreng Gurih,['secukupnya garam'],ikan
Pindang Patin Palembang,"['/2 kg patin sungai', 'secukupnya garam', 'dihaluskan :']",ikan
Pindang Patin Bumbu Iris,"['merica bubuk', 'garam', '/2 sdm gula pasir', 'penyedap masakan', 'air']",ikan
Gurame Asam Manis,"[', fillet', 'bahan marinasi ikan:', 'bahan pelapis tepung', 'secukupnya tepung maizena', 'secukupnya tepung terigu', 'secukupnya garam']",ikan
19. Ikan Bandeng Goreng No Amis,"['/4 kg ikan bandeng', 'secukupnya air', 'bumbu halus', 'secukupnya garam']",ikan
Cagabun (cabe gabus buncis) sauce tiram,"['/2 bks kc buncis baby potong 2', 'secukupnya daun bawang', 'gula dan garam opsional']",ikan
Pindang Kuah Nila,"['cabe merah besar', 'air rendaman asam jawa', 'kunyit bubuk', 'gula', 'garam', 'air']",ikan
Perkedel ikan tongkol,[],ikan
Tongkol Sambal Matah,"['secukupnya garam dan penyedap rasa', 'secukupnya minyak goreng']",ikan
Pecel Lele,"['bahan lele goreng:', ', buang kepalanya, beri garam dan jeruk nipis lalu cuci bersih', ', ambil putihnya lalu memarkan', 'air secukupnya untuk ungkep lele', 'bahan sambel teras:', 'goreng semua bahan  hingga layu, lalu ulek kasar, beri terasi dan garam, gula secukupnya), lalu siram dengan 1 sendok sayur minyak panas', '/2 buah tomat merah', 'secukupnya garam dan gula', 'bumbu kremes:', 'aduk semua bahan jadi satu kecuali baking powder', '+ 100 ml santan instan (kalau mau lebih enak ganti air dengan air sisa ungkepan ayam', ', haluskan', '/4 sdt kunyit bubuk', '/2 sdt baking powder double action', 'secukupnya garam dan kaldu jamur']",ikan
Onigiri tuna mayo,"['nasi putih premium', 'tuna chunks in oil', 'mayonaise', 'seaweed atau nori']",ikan
Bawal goreng sambal matah,"['bahan sambal matah:', 'cabe merah keriting', 'cabe rawit merah', 'garam', 'jeruk nipis']",ikan
Nila goreng garing,"['/2 kg nila', 'bumbu yang haluskan:', 'secukupnya garam', 'secukupnya motto', 'secukupnya kaldu bubuk', 'secukupnya air', 'secukupnya minyak goreng']",ikan
Tongkol dan Jengkol Balado,"['bumbu ulek kasar :', '/2 bh tomat', 'secukupnya garam dan gula']",ikan
Asem Asem Bandeng,"['🍀iris bumbu', '🍀🍀bumbu pelengkap', 'secukupnya asam', 'secukupnya gula, garam', ',2 ltr air bersih']",ikan
Ikan bandeng kuah kuning,"['air untuk kuah', 'bumbu :', ',iris', 'secukupnya kunyit', 'secukupnya lengkuas', 'secukupnya jahe', 'secukupnya daun salam', 'secukupnya daun jeruk', 'secukupnya garam,royco', 'secukupnya gula pasir', 'secukupnya minyak goreng']",ikan
Ikan kembung Cabai ijo,"['cabai hijau keriting + rawit hijau sesuai selera', 'bawang merah + putih  rasanya', 'sedikit garam', '/2 bungkus royco', 'sedikit gula pasir']",ikan
Tumis tauco ikan lais kacang panjang,"['/2 kg ikan lais', 'secukupnya', 'merica bubuk', 'penyedap rasa']",ikan
Sup tahu ikan laut simpel bumbu ulek,"[',250 gram ikan laut mentah', ',potong jadi 2', 'daun bawang untuk taburan', 'bumbu ulek:', '/2 sdt kunyit bubuk', '/2 sdt terasi goreng', 'sedikit asam jawa']",ikan
Sup Ikan Patin🐟,"['daun salam', 'daun jeruk', 'secukupnya kaldu bubuk', 'secukupnya kol potong2', 'secukupnya air', 'bumbu halus :', 'garam']",ikan
Pampis tongkol,"['bumbu ulek kasar:', 'daun jeruk', 'sereh', 'secukupnya garam,gula']",ikan
Ikan Nila Balado,"['secukupny garam, gula', 'bumbu halus', 'seruas jahe']",ikan
Whole bread tuna pizza,"['carrot secukupnya', 'secukupnya mayonise', 'secukupnya saus tomato']",ikan
Gurame Crispy Cabai Garam,"['/ sasa dan sejenisnya', 'minyak goreng', 'garam', 'merica']",ikan
Balado Ikan Sembilang,"['/2 kg ikan laut', 'minyak goreng untuk menggoreng', 'bumbu halus:', 'sesuai selera cabe merah kriting', 'sedikit trasi', 'sesuai selera kunir', 'sekerat lengkuas memarkan', '/2 sdt gula']",ikan
Pempek Ikan Tenggiri,"['/gabus giling', 'telur secukupnya,tambah sedikit garam,kocok lepas']",ikan
Sarden Crispy,"['/ besar', 'tepung bumbu serbaguna', 'tomat', 'gula', 'minyak untuk menumis']",ikan
Gulai kepala ikan tongkol+kacang panjang & tahu,"['/2 kg ikan tongkol', 'kacang panjang', 'tahu', 'santan', 'bumbu :', 'cabe rawit', 'cabe merah / cabe giling', 'bawang merah', 'bawang putih', 'jahe & kunyit', 'batang sereh, daun jeruk, daun']",ikan
Tuna Kukus Sambal Matah - menu diet sehat,"['bumbu:', 'seujung kuku terasi']",ikan
Baked Tomato with Tuna n Cheese,"[', cuci belah jadi dua buang isinya', '/2 buah bawang bombay, cuci, potong dadu', ',cuci lalu cacah', ',cuci lalu cacah', ', boleh skip', 'secukupnya black paper', 'keju parut , aku pakai yg untuk sandwich']",ikan
Ikan tenggiri goreng kunyit,"['bawang putih', 'kunyit', 'ketumbar', 'garam', 'merica']",ikan
Tim ikan bandeng,"['ikan bandeng', '/2 ruas jahe', 'daun onclang atau daun bawang', 'seledri', 'garam', '/2 sdm kecap asin']",ikan
Ikan asin gabus siram sambal pete,['bahan sambal ;'],ikan
Gurami Pedas Asam Manis,"['sedikit merica', '/2 jeruk nipis', 'tepung terigu', 'saus pedas asam manis', '/2 bawang bombay', '/2 tomat', 'tepung kanji', 'sayur', '/2 mentimun']",ikan
Tumis bunga pepaya cakalang fufu,"['bungan pepaya 4 kantong', 'secukupnya garam', 'secukupnya gula merah', 'minyak secukupnya untuk menumis']",ikan
Asam padeh tongkol ala Talicious,"[', kunyit', ', jahe', ', potong tipis2 supaya terasa aromanya', 'minyak untuk menumis', ', jika suka berkuah boleh tambahkan lagi']",ikan
Sarden ABC cabe Ijo ala Ummu Rasya,"['bumbu iris :', 'secukupnya gula', 'secukupnya minyak untuk menumis']",ikan
Gulai Ikan Tuna,"['/2 buah jeruk lemon yg kecil2', 'bumbu yg dihaluskan:', '/2 ruas kunyit atau sesuai selera', 'bahan tambahan:', 'secukupnya lengkuas geprek', 'secukupnya air', 'secukupnya garam', 'secukupnya gula']",ikan
Ikan cakalang pedas,"['kemangi', 'bahan tumbuk:', 'secukupnya garam', 'secukupnya gula', 'secukupnya penyedap', 'secukupnya kepacap', 'bahan geprek:', 'serai', 'lengkuas', 'kunyit', 'jahe']",ikan
Perkedel kentang sarden,"['secukupnya garam', 'secukupnya penyedap rasa', 'secukupnya lada bubuk', 'minyak goreng']",ikan
Dory Crispy,"[', potong tipis +/- 0,5 cm tebalnya, potong2 sesuai selera besarnya', 'bahan marinasi :', '/2 sdt merica', '/2 sdt garam', 'adonan krispi  :']",ikan
Tongkol suwir,"['minyak untk menumis', 'secukupnya garam dan penyedap']",ikan
Ikan mas asam manis,"['bahan marinasi ikan:', 'air jeruk nipis dari 1/2 jeruk nipis', '/2 sdm bawang putih parut', 'bumbu asam manis:', '/bawang bombay iris tipis', ', digeprek', ',iris kecil memanjang', 'secukupnya garam', 'secukupnya lada/merica', 'secukupnya gula pasir', 'penyedap rasa secukupnya', 'minyak untuk menggoreng']",ikan
Bandeng Bumbu Rujak,"['secukupnya garam', 'secukupnya gula pasir', 'secukupnya micin/penyedap rasa', 'sedikit merica bubuk', 'sedikit kecap', 'sedikit saos sambal']",ikan
Ikan Kembung Bakar,"[', rendam air jeruk nipis & garam', 'bumbu halus:']",ikan
Tongkol Pandan Jeruk,"['/2 sdm gula merah', 'garam', 'penyedap rasa', 'minyak goreng']",ikan
Lele Goreng,['secukupnya garam'],ikan
Garang asem ikan tongkol,"['/2 kg ikan tongkol', 'bumbu halus:', 'garam', 'sedikit terasi', 'bumbu pelengkap:']",ikan
Pindang Ikan Mas,"['bumbu halus :', 'cabe merah besar', 'kunyit', 'bawang merah', 'bawang putih', 'jahe', 'lengkuas', 'garam', 'lada', 'bahan lainya:', 'daun salam', 'daun jeruk', 'sereh', 'cabe rawit merah utuh', 'daun kemangi', 'tomat hijau iris tipis', 'santan', 'air', 'buncis potong jadi 2']",ikan
Gurame Bakar Pedas,"['bahan:', 'bumbu:', '/bakar', 'cabe rawit', 'gula', 'garam', 'kecap manis']",ikan
Mangut Lele Goreng,"['/2 kg lele', 'bumbu halus :', 'jahe', 'kunyit', 'garam', 'gula', 'penyedap rasa']",ikan
Pepes Kembung Teflon,"[', geprek', '/2 buah tomat, potong', '🍃bumbu halus🍃 :', 'secukupnya garam dan gula']",ikan
Tuna Goreng Sambal Bali,"['/ lemon', '/2 sdt ketumbar', 'minyak goreng', 'gula putih', 'garam']",ikan
Dori Teriyaki (easy n simple),"['/2 bawang bombay', '/2 paprika hijau uk besar', 'garam secukupunya', 'secukupnya kaldu bubuk', 'secukupnya air matang']",ikan
Pesmol Ikan Mas,"['minyak untuk menggoreng', 'bumbu halus :', 'kunyit yg sudah dibakar', 'ketumbar', 'jahe', 'bahan lainnya :', 'rawit merah', 'cabe merah/ketiring', 'cabe hijau', 'garam dan gula merah']",ikan
Grilled Tuna,"['daun selada', 'toge', 'mayonaise', 'lada bubuk', 'saos', 'bawang bombay', 'margarine']",ikan
Mujaer mini rica rica #KisahKasihCookpad,"['bumbu di ulek :', '/ merah', ', di iris tipis', 'minyak secukupnya untuk menumis & menggoreng', 'secukupnya garam', 'secukupnya vetsin', 'air 1gelas kecil / 250ml']",ikan
Pepes ikan mas,"['ikan mas 3 ekor', 'daun pisang', 'kunyit seruas jari', 'seujung jari jahe', 'garam', 'gula', 'sasa', 'salam serai']",ikan
Pecak Gurame,"['sdkt garam', 'secukupnya minyak goreng', '🌸bumbu ikan goreng :', '/2 sdt garam', '🌸bumbu pecak :', '🌸bumbu pelengkap pecak:', ', geprek', '-150 ml air', 'garam, gula secukupnya']",ikan
Kembung garang asem maknyuss,"['.besar', '.sedang', '/2 sdt asam jawa', '/2 bh jeruk nipis uk.besar', '/2 sdt gula pasir', 'secukupnya garam', 'secukupnya minyak goreng']",ikan
Gurame saus tiram,"[', bersihkan', 'sedikit air', 'sedikit minyak utk menumis']",ikan
Kakap Popcorn (menu anak),"[', haluskan', 'secukupnya garam', 'minyak']",ikan
Bandeng asem manis,['/2 pucuk sdt garam hlus'],ikan
Tumis tongkol kemanggi,"['/ di suwir2 buang tulang nya', ', blender', ', blender', ', iris', ', iiris', ', iris', ', iris', ', iris', 'secukupnya jahe, lengkuas  /blender']",ikan
Gulai kakap,"['secukupnya kacang panjang', 'bumbu halus :', 'minyak untuk menumis', 'gula', 'garam']",ikan
Pindang Tongkol Asem Manis,"['secukupnya garam, gula, air, kaldu sapi bubuk']",ikan
Ikan tengiri pedas manis,"['minyak goreng', ', potong halus', ', potong halus', '/4 sdm bubuk merica', 'gula merah', 'penyedap rasa', '/ cabai rawit potong kecil kecil', '/2 sendok garam', '/2 gelas air atau sesuai selera', 'sesuai selera gula merah atau gula aren']",ikan
Mujaer bakar,"['bumbu rendaman:', 'bumbu oles:', '/2 sdm garam', '-4 sdm kecap bangau']",ikan
Gurame Kuah Kuning (DEBM),"['/2 potong tomat', 'penyedap']",ikan
Martabak Gurame Filet (DEBM),['/4 ikan gurame filet'],ikan
Tumis tongkol cabe tomat,"['sepotong kecil terasi', 'secukupnya gula garam', 'secukupnya air']",ikan
Ikan patin masak kecap,"['garam, gula']",ikan
Bandeng Bakar tulang lunak,"['jeruk nipis', '/2 sdt merica bubuk', 'secukupnya garam', 'bumbu halus:', '/2 sdm gula merah serut', 'secukupnya gula, garam', 'sedikit kecap manis', 'sambal terasi:', 'secukupnya terasi', 'secukupnya gula, garam']",ikan
IKAN BANDENG BUMBU BALI.... By. Dapoer Linggar,"['garam', 'gula', 'minyak goreng', 'bumbu halus']",ikan
Pepes kembung bumbu merah,"['seujung jari kunyit', 'seujung jari jahe', 'iris tomat', 'daun kemangi', 'daun pisang untuk membungkus']",ikan
Ikan Lele Bumbu Kuning,"['👉 bumbu halus :', '/2 sdt ketumbar bubuk', '👉 bumbu geprek :', 'secukupnya gula', 'secukupnya garam', 'secukupnya air', 'secukupnya minyak goreng']",ikan
Nila Asam Manis,"['/2 ekor fillet ikan nila potong kotak', ',buang biji potong memanjang', '/4 bagian bawang bombay iris memanjang', 'secukupnya garam, gula', 'penyedap rasa', 'minyak untuk menggoreng', 'tepung bumbu serbaguna crispy', '/ secukupnya']",ikan
Capcai sayur ikan tuna,"['wortel', 'kentang', 'buncis', 'kacang arcis', 'jagung', 'brokoli', 'ikan tuna 10 potongan kecil', 'lada hitam/putih', 'garam', 'minyak untuk menumis', '/2 sendok makan tepung meizena']",ikan
Tongkol Goreng Tumis Bumbu Iris,"[', potong-potong', 'sesuai selera cabai rawit  potong serong', 'secukupnya garam', 'secukupnya gula', 'secukupnya kaldu bubuk', '/2 sdt merica bubuk', 'sedikit air']",ikan
]pindang tongkol suwir campur pete plus telor..,"['garam secukup nya', 'penyedap rasa']",ikan
Tuna chunk in vegetable oil + corn,"['/2 bawang bombay', 'garam', 'minyak']",ikan
Pizza Tuna Jagung,"['/2 sdt gula pasir', '/2 sdt garam', '-3 sdm minyak goreng', 'topping :', 'secukupnya tuna kalengan', '/2 siung bawang bombay', ', iris kotak', 'secukupnya jagung manis', 'taburan :', 'secukupnya oregano', 'secukupnya keju mozarella', 'bahan olesan :', 'saus bolognese']",ikan
Gurame Bakar,"['bumbu halus :', '±500 gr', 'sedikit kunyit', 'sedikit ketumbar', '/2 sdt garam', 'bumbu kecap :', 'sambal kecap :', '/hijau cincang', 'secukupnya tomat cincang', 'secukupnya lada bubuk']",ikan
SOP Ikan Kakap (menu balita 1y+),"[', potong2', ', potong kotak', ', potong kotak', '/2 bh kentang ukuran kecil, potong kotak', '/4 btg daun bawang, iris', ', cincang', ', geprek', '/2 jari kelingking kayu manis', ', iris', 'secukupnya garam', 'secukupnya gula', 'bumbu halus:']",ikan
Pindang bandeng,"['secukupnya cabe rawit', 'secukupnya garam', 'secukupnya penyedap', 'secukupnya lada bubuk', 'secukupnya kecap', 'secukupnya air', 'minyak utk menumis']",ikan
Pecak gurame,"['jeruk nipis', 'bumbu ikan', ', seruas kunyit', 'garam', 'bumbu pecak', 'seruas jahe', 'kencur', 'pelengkap', 'salam', 'tomat', 'gula', 'garam', 'air']",ikan
Asam Padeh (Ikan Patin),"['+ garam', '/sereh', '-3 helai daun jeruk', '/laos', 'bumbu halus:', 'secukupnya kaldu bubuk, garam, dan gula']",ikan
Nasi goreng rempah bandeng,"['secukupnya tahu iris kotak kecil', 'secukupnya jagung manis pipil', 'secukupnya sawi hijau', 'seledri secukupnya iris2', 'cabe rawit iris2', 'secukupnya kecap manis', 'secukupnya saus tiram', 'secukupnya gula, garam', 'secukupnya lada hitam bubuk', '❤ bumbu halus', '/4 terasi matang']",ikan
Tuna mayo island sandwich,"['mayonaise & thousand island sauce', 'secukupnya mentega']",ikan
Tongkol Suwir Pedas,"[', suwir', '/2 ruas kencur', 'secukupnya garam', 'secukupnya merica', 'minyak untuk menumis']",ikan
Pesmol Gurame,[],ikan
Pepes ikan kembung,"['. bersihkan beri jeruk & garam', '/tergantung selera', 'salam,sereh,tomat iris,cabe rawit utuh', 'daun kemangi', 'gula garam', 'sedikit minyak']",ikan
Mangut Lele,"['/4 kg lele', '/2 ikat kemangi', 'sesuai selera cabe rawit', 'secukupnya merica', 'secukupnya ketumbar', 'serai 1', 'daun jeruk 2 lembar', '/2 bungkus santan kara', 'air', 'secukupnya gula pasir', 'secukupnya garam', 'air', 'secukupnya minyak goreng']",ikan
Gulai tunggak ikan keting,"['/4 kg ikan keting', 'seikat kacang tunggak pilih yg bener-bener masih muda', 'pisang kepok yg masih muda', 'minyak goreng untuk goreng ikan n menumis bumbu', 'bumbu halus:', '/2 sdt lada', '/2 sdt tumbar', '/4 jintan', 'secuil trasi', 'sekerat kunir, jahe,dan kencur', 'sedikit pala, mesoi dan kayu manis', 'sekerat lengkuas memarkan', 'daun salam, daun jeruk 2 lmbar', 'serai', 'gula', 'garam', 'daun bawang diiris kecil-kecil untuk taburan', 'bawang goreng untuk taburan']",ikan
